DONOSTIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
General2015;;Acer;Aesculus;Alnus;Artemisia;Betula;Buxus;Carex;Castanea;Casuarina;Cedrus;Cistaceae;Compositae (otras);Corylus;Cupress/Taxaceae;Cyperus;Chenopo/Amarant;Equium;Ericaceae;Eucalyptus;Fraxinus;Gleditsia;Juglans;Juncaceae;Labiateae;Ligustrum;Mercurialis;Mimosa;Morus;No identificados;Olea;Palmaceae;Pinus;Plantago;Platanus;Poaceae;Populus;Quercus;Rosacea;Rumex;Salix;Sophora;Taraxacum;Tilia;Typha;Ulmus;Umbelliferae;Urticaceae; TOTAL;Alternaria;;
10 Feb.;;0;0;1;0;0;;0;0;;0;;0;7;19;;0;;0;0;1;;0;;;0;0;0;;1;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;29;1;;
11 Feb.;;0;0;0;0;0;;0;0;;0;;0;7;5;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;1;13;1;;
12 Feb.;;0;0;1;0;0;;0;0;;0;;0;32;7;;0;;0;0;1;;0;;;0;0;0;;0;0;;1;0;0;0;0;0;0;0;0;;0;0;;1;0;0;43;1;;
13 Feb.;;0;0;1;0;0;;0;0;;0;;0;33;13;;0;;0;0;1;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;48;1;;
14 Feb.;;0;0;0;0;0;;0;0;;0;;0;1;1;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2;0;;
15 Feb.;;0;0;0;0;0;;0;0;;0;;0;1;1;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2;0;;
16 Feb.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;;
17 Feb.;;0;0;0;0;0;;0;0;;0;;0;2;1;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3;0;;
18 Feb.;;0;0;2;0;0;;0;0;;0;;0;7;1;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;11;0;;
19 Feb.;;0;0;9;0;0;;0;0;;0;;0;42;44;;0;;0;0;1;;0;;;0;0;0;;1;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;97;0;;
20 Feb.;;0;0;8;0;0;;0;0;;0;;0;37;9;;0;;0;0;0;;0;;;0;0;0;;0;0;;1;0;0;0;0;0;0;0;0;;0;0;;0;0;0;55;0;;
21 Feb.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;;
22 Feb.;;0;0;1;0;0;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2;1;;
23 Feb.;;0;0;2;0;0;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3;0;;
24 Feb.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;;
25 Feb.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;;
26 Feb.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;;
27 Feb.;;0;0;3;0;0;;0;0;;0;;0;1;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4;0;;
28 Feb.;;0;0;4;0;0;;0;0;;0;;0;0;3;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7;0;;
1 Mar.;;0;0;68;0;0;;0;0;;0;;0;23;11;;0;;0;0;2;;0;;;0;0;0;;1;0;;2;0;0;0;0;0;0;0;0;;0;0;;0;0;0;107;0;;
2 Mar.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;;
3 Mar.;;0;0;1;0;0;;0;0;;0;;0;1;1;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3;0;;
4 Mar.;;0;0;5;0;0;;0;0;;0;;0;3;1;;0;;0;0;3;;0;;;0;0;0;;0;0;;4;0;0;0;0;0;0;0;0;;0;0;;0;0;0;16;1;;
5 Mar.;;0;0;36;0;0;;0;0;;0;;0;2;5;;0;;0;0;2;;0;;;0;0;0;;0;0;;1;0;0;0;1;0;0;0;0;;0;0;;0;0;0;47;0;;
6 Mar.;;0;0;197;0;0;;0;0;;0;;0;32;65;;0;;0;0;6;;0;;;0;0;1;;2;0;;7;0;0;0;0;0;0;0;2;;0;0;;1;0;0;313;0;;
7 Mar.;;0;0;58;0;0;;0;0;;0;;0;7;47;;0;;0;0;4;;0;;;0;0;0;;1;0;;1;0;0;0;0;0;0;0;2;;0;0;;0;0;0;120;0;;
8 Mar.;;0;0;17;0;0;;0;0;;0;;0;1;7;;0;;0;0;1;;0;;;0;0;0;;0;0;;1;0;0;0;0;0;0;0;0;;0;0;;0;0;0;27;0;;
9 Mar.;;0;0;82;0;2;;0;0;;0;;0;1;6;;0;;0;0;10;;0;;;0;0;0;;1;0;;0;0;0;2;2;1;0;0;4;;0;0;;1;0;0;112;0;;
10 Mar.;;0;0;58;0;1;;0;0;;0;;0;1;8;;0;;0;0;9;;0;;;0;0;0;;0;0;;8;0;0;4;0;0;0;0;6;;0;0;;1;0;0;96;0;;
11 Mar.;;0;0;13;0;0;;0;0;;0;;0;1;5;;0;;0;0;6;;0;;;0;0;0;;0;0;;24;0;0;0;0;0;0;0;0;;0;0;;1;0;1;51;0;;
12 Mar.;;0;0;13;0;0;;0;0;;0;;0;0;2;;0;;0;0;1;;0;;;0;0;0;;1;0;;3;0;0;0;0;0;0;0;4;;0;0;;0;0;0;24;0;;
13 Mar.;;0;0;2;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2;0;;
14 Mar.;;0;0;2;0;0;;0;0;;0;;0;0;1;;0;;0;0;1;;0;;;0;0;0;;0;0;;1;0;0;0;0;0;0;0;0;;0;0;;0;0;0;5;0;;
15 Mar.;;0;0;6;0;1;;0;0;;0;;0;0;2;;0;;0;0;5;;0;;;0;0;0;;0;0;;2;0;0;0;0;0;0;0;2;;0;0;;1;0;0;19;0;;
16 Mar.;;0;0;186;0;4;;0;0;;0;;0;2;31;;0;;0;0;58;;0;;;0;0;0;;1;0;;34;0;0;1;0;0;0;0;4;;0;0;;2;0;3;326;0;;
17 Mar.;;0;0;128;0;2;;0;0;;0;;0;3;80;;0;;0;0;80;;0;;;0;0;1;;9;0;;19;0;0;1;2;0;0;0;7;;0;0;;5;0;5;342;1;;
18 Mar.;;0;0;17;0;0;;0;0;;0;;0;0;8;;0;;0;0;35;;0;;;0;0;0;;2;0;;3;0;0;1;0;0;0;0;5;;0;0;;4;0;0;75;0;;
19 Mar.;;0;0;17;0;0;;0;0;;0;;0;0;14;;0;;0;0;28;;0;;;0;0;0;;2;0;;1;0;0;0;5;0;0;0;8;;0;0;;0;0;0;75;0;;
20 Mar.;;0;0;4;0;0;;0;0;;0;;0;0;1;;0;;0;0;5;;0;;;0;0;0;;0;0;;0;0;1;1;0;0;0;0;3;;0;0;;4;0;0;19;0;;
21 Mar.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;;
22 Mar.;;0;0;9;0;0;;0;0;;0;;0;0;4;;0;;0;0;18;;0;;;0;0;0;;1;0;;1;0;0;1;1;0;0;0;4;;0;0;;1;0;0;40;0;;
23 Mar.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;1;1;0;0;1;;0;0;;0;0;0;3;0;;
24 Mar.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;;
25 Mar.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;1;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;1;;0;0;;1;0;0;3;0;;
26 Mar.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;0;0;3;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4;0;;
27 Mar.;;0;0;4;0;0;;0;0;;0;;0;0;2;;0;;0;0;1;;0;;;0;0;0;;0;0;;1;0;0;0;1;0;0;0;0;;0;0;;0;0;0;9;0;;
28 Mar.;;0;0;7;0;0;;0;0;;0;;0;0;3;;0;;0;0;45;;0;;;0;0;0;;4;0;;10;0;0;0;0;0;0;0;0;;0;0;;5;0;1;75;1;;
29 Mar.;;0;0;4;0;0;;0;0;;0;;0;1;7;;0;;1;0;42;;0;;;0;0;0;;0;0;;29;0;0;0;1;1;0;0;5;;0;0;;4;0;1;96;1;;
30 Mar.;;0;0;1;0;0;;0;0;;0;;0;0;0;;0;;0;0;4;;0;;;0;0;0;;0;0;;1;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6;0;;
31 Mar.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;1;;0;;;0;0;0;;0;0;;1;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2;0;;
1  Abr.;;0;0;0;0;0;;0;0;;0;;0;0;3;;0;;0;0;16;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;19;0;;
2  Abr.;;0;0;0;0;0;;0;0;;0;;0;0;2;;0;;0;0;31;;0;;;0;0;0;;6;0;;4;0;0;0;0;0;0;0;0;;0;0;;0;0;0;43;0;;
3  Abr.;;0;0;1;0;0;;0;0;;0;;0;0;18;;0;;0;0;5;;0;;;0;0;0;;1;0;;0;0;0;1;2;0;0;0;0;;0;0;;1;0;0;29;3;;
4  Abr.;;0;0;1;0;0;;0;0;;0;;0;0;5;;0;;0;0;5;;0;;;0;0;0;;9;0;;1;0;0;2;1;4;0;0;0;;0;0;;0;0;0;28;3;;
5  Abr.;;0;0;17;0;0;;0;0;;0;;0;0;7;;0;;0;0;52;;0;;;0;0;0;;26;0;;8;0;2;13;3;14;0;0;0;;0;0;;0;0;0;142;17;;
6  Abr.;;0;0;4;0;2;;4;0;;0;;1;0;9;;0;;1;1;66;;2;;;0;0;0;;5;0;;4;4;1;26;19;17;0;1;3;;0;0;;1;0;1;172;0;;
7  Abr.;;0;0;5;0;18;;5;0;;0;;0;0;18;;0;;6;0;121;;0;;;0;0;0;;50;0;;74;2;80;19;25;34;0;2;19;;0;0;;5;0;2;485;7;;
8  Abr.;;1;8;1;0;11;;3;0;;0;;2;0;29;;0;;0;0;77;;5;;;0;0;0;;8;0;;44;2;43;5;25;16;0;0;6;;0;0;;1;0;4;291;1;;
9  Abr.;;1;0;1;0;23;;1;0;;0;;0;0;18;;0;;0;0;38;;3;;;0;0;1;;10;0;;37;3;183;2;11;20;0;1;7;;0;0;;0;0;1;361;0;;
10 Abri.;;0;0;0;0;4;;0;0;;0;;0;0;8;;0;;0;0;20;;0;;;0;0;0;;3;0;;8;1;50;1;4;5;0;0;3;;0;0;;0;0;2;109;0;;
11 Abri.;;0;0;0;0;5;;2;0;;0;;0;0;2;;0;;0;0;2;;0;;;0;0;0;;1;1;;2;2;40;3;4;13;0;0;1;;0;0;;0;0;0;78;0;;
12 Abri.;;0;0;1;0;80;;2;0;;0;;1;0;25;;1;;1;1;23;;4;;;0;0;0;;10;0;;39;6;598;7;17;86;0;0;1;;0;0;;0;0;4;907;1;;
13 Abri.;;0;0;0;0;231;;4;0;;0;;0;0;19;;0;;0;0;40;;1;;;0;0;0;;19;0;;47;6;698;4;10;277;0;4;2;;0;0;;0;0;11;1373;0;;
14 Abri.;;0;0;1;0;337;;1;0;;0;;0;0;32;;0;;0;0;24;;11;;;0;0;0;;27;1;;80;8;1075;4;12;638;0;3;2;;0;0;;0;0;7;2263;0;;
15 Abri.;;0;0;1;0;172;;4;0;;0;;0;0;43;;0;;0;0;17;;12;;;0;0;0;;23;1;;44;11;624;14;4;344;0;2;9;;0;0;;0;0;7;1332;0;;
16 Abri.;;0;0;0;0;13;;0;0;;0;;0;0;9;;0;;0;0;4;;1;;;0;0;0;;8;0;;5;1;56;2;0;26;0;2;1;;0;0;;0;0;1;129;1;;
17 Abri.;;0;0;0;0;5;;0;0;;0;;0;0;1;;0;;0;0;1;;0;;;0;0;0;;0;0;;4;1;44;0;1;21;0;2;0;;0;0;;0;0;2;82;0;;
18 Abri.;;0;0;0;0;10;;0;0;;0;;0;0;2;;0;;0;0;2;;0;;;0;0;0;;0;0;;22;2;45;0;0;4;0;0;0;;0;0;;0;0;2;89;0;;
19 Abri.;;0;0;0;0;4;;0;0;;0;;0;0;3;;0;;0;1;0;;0;;;0;0;0;;0;0;;2;2;9;0;0;15;0;1;0;;0;0;;0;0;0;37;0;;
20 Abri.;;0;0;0;0;9;;1;0;;0;;0;0;5;;0;;0;0;4;;0;;;0;0;0;;10;0;;53;2;35;2;1;103;0;1;0;;0;0;;0;0;4;230;0;;
21 Abri.;;0;0;1;0;200;;2;0;;0;;1;0;47;;1;;0;0;18;;13;;;0;0;0;;30;0;;176;9;73;19;0;589;0;7;2;;0;0;;0;0;11;1199;1;;
22 Abri.;;0;0;1;0;52;;4;0;;0;;0;0;25;;0;;0;0;3;;2;;;0;0;0;;11;1;;45;6;28;5;1;84;0;2;2;;0;0;;0;0;3;275;0;;
23 Abri.;;0;0;1;0;2;;0;0;;0;;0;0;0;;0;;0;0;6;;0;;;0;0;0;;2;1;;0;0;4;1;0;12;0;0;0;;0;0;;0;0;1;30;1;;
24 Abri.;;0;0;0;0;14;;1;0;;0;;0;0;10;;0;;0;0;2;;0;;;0;0;0;;8;1;;5;1;6;4;0;44;0;2;1;;0;0;;0;0;4;103;1;;
25 Abri.;;1;0;1;0;37;;2;0;;0;;0;0;35;;0;;0;0;2;;1;;;0;0;0;;14;1;;20;4;20;8;0;92;0;4;1;;0;0;;0;0;11;254;0;;
26 Abri.;;0;0;0;0;2;;0;0;;0;;0;0;4;;0;;0;0;0;;2;;;0;0;0;;0;0;;1;1;2;1;0;10;0;1;1;;0;0;;0;0;2;27;0;;
27 Abri.;;0;0;0;0;1;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1;0;;
28 Abri.;;0;0;0;0;1;;0;0;;0;;0;0;1;;0;;0;0;0;;1;;;0;0;0;;1;0;;5;1;1;2;0;7;0;1;0;;0;0;;0;0;1;22;0;;
29 Abri.;;0;0;0;0;1;;0;0;;0;;1;0;1;;0;;0;0;1;;0;;;0;0;0;;1;0;;4;0;2;1;0;12;0;0;0;;0;0;;0;0;1;25;0;;
30 Abri.;;0;0;0;0;25;;1;0;;0;;1;0;23;;0;;4;0;2;;7;;;0;0;0;;15;0;;21;5;5;10;0;71;0;4;2;;0;0;;0;0;9;205;1;;
1  May.;;0;0;0;0;3;;0;0;;0;;0;0;1;;0;;1;0;0;;0;;;0;0;0;;1;1;;3;0;2;2;0;15;0;1;1;;0;0;;0;0;3;34;0;;
2  May.;;1;0;1;0;12;;0;0;;0;;1;0;14;;0;;2;0;4;;5;;;0;0;0;;9;4;;27;4;2;20;0;94;0;7;4;;0;0;;0;0;11;222;1;;
3  May.;;0;0;0;0;3;;0;0;;0;;0;0;17;;1;;0;0;1;;5;;;0;0;0;;10;2;;8;2;0;13;0;25;0;1;2;;0;0;;0;0;3;93;0;;
4  May.;;0;0;0;0;8;;0;0;;0;;0;0;18;;0;;0;0;0;;1;;;1;10;0;;13;0;;39;5;1;25;0;153;0;1;1;;0;0;;0;0;6;282;0;;
5  May.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;1;0;;1;0;1;2;0;0;0;0;0;;0;0;;0;0;0;6;0;;
6  May.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;1;0;0;;0;;;0;0;0;;1;0;;5;0;1;2;0;8;0;0;0;;0;0;;0;0;0;19;0;;
7  May.;;0;0;0;0;1;;0;0;;0;;0;0;3;;0;;0;0;0;;1;;;2;0;0;;8;0;;20;2;0;25;0;71;0;0;0;;0;0;;0;0;2;135;1;;
8  May.;;0;0;0;0;0;;0;0;;0;;0;0;2;;0;;2;0;0;;1;;;0;0;0;;2;0;;6;1;0;4;0;5;0;0;0;;0;0;;0;0;4;27;0;;
9  May.;;0;0;0;0;1;;0;0;;0;;0;0;1;;0;;7;0;0;;0;;;1;0;0;;9;0;;6;4;0;10;0;16;0;1;0;;0;0;;0;0;3;59;0;;
10 May.;;0;0;0;0;2;;0;0;;0;;0;0;11;;0;;0;0;0;;1;;;1;4;0;;16;0;;63;10;0;26;0;40;0;4;0;;0;0;;0;0;8;186;0;;
11 May.;;0;0;0;0;0;;0;0;;0;;0;0;7;;0;;1;0;0;;0;;;0;4;0;;17;8;;59;1;0;4;0;27;0;2;0;;0;0;;0;0;2;132;1;;
12 May.;;0;0;0;0;1;;0;0;;0;;1;0;12;;0;;2;0;0;;0;;;0;4;0;;6;35;;32;11;0;17;0;61;0;5;0;;0;0;;0;0;1;188;0;;
13 May.;;0;0;0;0;1;;1;0;;0;;2;0;4;;1;;25;1;0;;1;;;0;1;0;;5;28;;94;4;0;12;0;50;0;2;0;;0;1;;0;0;4;237;0;;
14 May.;;0;0;0;0;1;;1;0;;0;;0;0;2;;0;;4;0;0;;0;;;0;0;0;;3;2;;29;1;0;5;0;19;0;2;0;;0;0;;0;0;1;70;0;;
15 May.;;0;0;0;0;1;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;3;1;0;0;0;0;0;0;0;;0;0;;0;0;0;5;0;;
16 May.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;1;0;0;0;;0;0;;0;0;0;1;0;;
17 May.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;2;1;;3;0;0;5;0;2;0;0;0;;0;0;;0;0;0;13;1;;
18 May.;;0;0;0;0;0;;0;0;;0;;2;0;3;;0;;0;0;0;;0;;;0;0;0;;1;0;;2;0;0;10;0;2;0;2;0;;0;0;;0;0;2;24;0;;
